ID	FC	
AC095693.1	0.06	
LOC108348189	0.06	
Sec16a	0.06	
Kalrn	0.06	
Tigar	0.06	
Mcm3ap	0.06	
Agbl3	0.06	
Hnrnph2	0.06	
Mdp1	0.06	
Gskip	0.06	
Carnmt1	0.06	
Chd1	0.06	
Jakmip2	0.06	
Jmy	0.06	
Atp6v1d	0.06	
AABR07028615.1	0.06	
Atxn7l3	0.06	
Gpbp1	0.06	
Stam	0.06	
Rgmb	0.06	
Rps6kb1	0.06	
Kpna1	0.06	
Gpr6	0.06	
Lrrtm2	0.06	
Ttc23	0.06	
Rprd1a	0.06	
Eif1ax	0.06	
Pms2	0.06	
AABR07044388.1	0.06	
Ercc3	0.06	
Dlst	0.06	
Strap	0.06	
Fxr2	0.06	
Xylt2	0.06	
Slc25a16	0.06	
Arpc5	0.06	
Ghitm	0.06	
Csrnp2	0.06	
Ube2d3	0.06	
AABR07027870.1	0.06	
Samd8	0.06	
Slc2a13	0.06	
Ccpg1os	0.06	
Sra1	0.06	
Irf1	0.06	
Ppp1r3d	0.06	
Zfp777	0.06	
Exoc3l1	0.06	
Cd68	0.06	
Pdss2	0.06	
Ctps2	0.06	
Cpeb3	0.06	
Mpp3	0.06	
Lrrc2	0.06	
Slc25a14	0.06	
Atp6v0b	0.06	
Atxn7l1	0.06	
Igsf8	0.06	
Eps15l1	0.06	
LOC679894	0.06	
Asna1	0.06	
Dmac2	0.06	
Qrich1	0.06	
Arhgef37	0.06	
RGD1308750	0.06	
Ap3b2	0.06	
Hmmr	0.06	
AABR07031480.1	0.06	
Helz	0.06	
RGD1305713	0.06	
AABR07031445.1	0.06	
Tarbp2	0.06	
Lrrn4cl	0.06	
Eftud2	0.06	
Tstd3	0.06	
AABR07066700.1	0.06	
AABR07062694.1	0.06	
Tbc1d8	0.06	
Adnp	0.06	
RGD1565498	0.06	
Ywhag	0.06	
Clpp	0.06	
Dagla	0.06	
AABR07038948.2	0.06	
Homer2	0.06	
Tmed8	0.06	
Xrcc4	0.06	
Rap1gds1	0.06	
Fbxl16	0.06	
Nt5c3a	0.06	
Tmem177	0.06	
RF00009	0.06	
AABR07064304.1	0.06	
Cpxm2	0.06	
Ankrd52	0.06	
Cip2a	0.06	
AC103090.1	0.06	
Gpr83	0.06	
Ppp1r13b	0.06	
Bmp2k	0.06	
Rsad2	0.06	
Dedd2	0.06	
Cdh2	0.06	
Vsig10l	0.06	
Atp13a1	0.06	
Car6	0.06	
Mul1	0.06	
Cbfb	0.06	
AABR07002945.1	0.06	
Rab6b	0.06	
Slc33a1	0.06	
Trim39	0.06	
Srp54a	0.06	
Csgalnact2	0.06	
Car4	0.06	
Tmem67	0.06	
Map4k2	0.06	
Tbc1d22b	0.06	
Mien1	0.06	
Pla2g4e	0.06	
Usp46	0.06	
Prrt1	0.06	
Mkln1	0.06	
Pacs1	0.06	
Ndufb10	0.06	
Gnptg	0.06	
Coasy	0.06	
AC095947.1	0.06	
Fchsd1	0.06	
Slc9b1	0.06	
Tbc1d31	0.06	
Runx1t1	0.06	
Vps52	0.06	
Fig4	0.06	
Dnmt3a	0.06	
Slc8a2	0.06	
Mcts1	0.06	
Tmem184b	0.06	
Fam120a	0.06	
Map7d2	0.06	
Tuba4a	0.06	
Neo1	0.06	
Sh2b1	0.06	
Virma	0.06	
Ggt7	0.06	
Ankh	0.06	
Wdr45b	0.06	
Ier5	0.06	
Comt	0.06	
Amz2	0.06	
Rassf8	0.06	
Tmem160	0.06	
Cfap77	0.06	
Hps3	0.06	
Dync1li2	0.06	
Zfyve9	0.06	
_	0.06	
Selenoh	0.06	
AABR07031734.13	0.06	
Zmym3	0.06	
Btrc	0.06	
Clvs1	0.06	
Fbxo46	0.06	
Gli1	0.06	
Ppial4g	0.06	
Ube2v2	0.06	
B3galt4	0.06	
Ttc26	0.06	
Spen	0.06	
Fam53c	0.06	
Rcor2l1	0.06	
Gdap1l1	0.06	
Zdhhc5	0.06	
Usb1	0.06	
Pyroxd1	0.06	
Sf3b1	0.06	
Actl6b	0.06	
Cep85	0.06	
Arhgef16	0.06	
Cela2a	0.06	
Elmsan1	0.06	
LOC308990	0.06	
Tomm40l	0.06	
Rab38	0.06	
Slc52a2	0.06	
RGD1308544	0.06	
Tpm1	0.06	
Gucy1a1	0.06	
Fnbp4	0.06	
Fam110d	0.06	
Med17	0.06	
Tmf1	0.06	
Tceal6	0.06	
Fam98a	0.06	
Gypc	0.06	
Rdm1	0.06	
B3galnt2	0.06	
Slc19a2	0.06	
Aph1b	0.06	
Stard3nl	0.06	
Dph1	0.06	
Wdr60	0.06	
Armcx6	0.06	
Stk32c	0.06	
Nipal2	0.06	
Noc3l	0.06	
Ccdc157	0.06	
Taf2	0.06	
Galnt16	0.06	
Cpeb2	0.06	
Fat3	0.06	
Washc2c	0.06	
Msantd4	0.05	
AABR07068161.1	0.05	
Rpap2	0.05	
Carmil3	0.05	
Tcf4	0.05	
Zfhx3	0.05	
Selplg	0.05	
Ambra1	0.05	
Rfesd	0.05	
Mob4	0.05	
Avpi1	0.05	
Cenpl	0.05	
AABR07005985.1	0.05	
Med15	0.05	
Nubp1	0.05	
Zfp322a	0.05	
C1r	0.05	
AABR07005779.1	0.05	
Efnb3	0.05	
Fam102a	0.05	
Thy1	0.05	
Noc2l	0.05	
Ccdc181	0.05	
Yipf4	0.05	
Exd2	0.05	
Mmp24	0.05	
Map9	0.05	
Slc35f5	0.05	
Abhd13	0.05	
Ckap5	0.05	
Washc4	0.05	
Sesn2	0.05	
Cog2	0.05	
Adamts19	0.05	
Mcrip2	0.05	
AABR07050484.1	0.05	
Vps50	0.05	
Rasa2	0.05	
Dffa	0.05	
Zmat1	0.05	
Hnrnpc	0.05	
Klhl26	0.05	
Supt5h	0.05	
Plk3	0.05	
Nfrkb	0.05	
Tmem143	0.05	
Wdr47	0.05	
Mterf4	0.05	
Pard6g	0.05	
Anks6	0.05	
Pmfbp1	0.05	
Ndufs6	0.05	
Alkal2	0.05	
Pign	0.05	
Ppt1	0.05	
Rps6	0.05	
Gnaq	0.05	
AC142126.1	0.05	
Fam91a1	0.05	
Ccnc	0.05	
Fbxl5	0.05	
Ewsr1	0.05	
LOC103694902	0.05	
LOC361646	0.05	
Alg11	0.05	
Zbtb46	0.05	
Nae1	0.05	
Paip2b	0.05	
Edem3	0.05	
Kat5	0.05	
Lin54	0.05	
Polb	0.05	
Ankhd1	0.05	
Wtap	0.05	
Ccdc81	0.05	
Dtymk	0.05	
Hdgfl3	0.05	
Fam160a2	0.05	
Tmem30a	0.05	
Nkiras2	0.05	
Cluh	0.05	
Ascc3	0.05	
Cap2	0.05	
Atp6v1e1	0.05	
Nr1d2	0.05	
RGD1307621	0.05	
Cops9	0.05	
Ubtd1	0.05	
Rbm18	0.05	
Prepl	0.05	
AABR07037203.1	0.05	
Thoc5	0.05	
Cnot6	0.05	
Shc1	0.05	
Rpap3	0.05	
Acp6	0.05	
Birc2	0.05	
AABR07072264.3	0.05	
Kcnd1	0.05	
Cdc42bpb	0.05	
Thumpd3	0.05	
AABR07058831.1	0.05	
Nipbl	0.05	
Luc7l	0.05	
Atp6v1b2	0.05	
Msl3l2	0.05	
Ralgps2	0.05	
Atp6ap2	0.05	
Synj2bp	0.05	
Bag6	0.05	
G4	0.05	
Uso1	0.05	
Mapre3	0.05	
Catsperg	0.05	
Mycbpap	0.05	
Slc27a6	0.05	
Dnal1	0.05	
Eaf1	0.05	
Tom1	0.05	
Cables2	0.05	
Map6	0.05	
Lrrcc1	0.05	
Mbnl2	0.05	
AABR07036007.1	0.05	
Nap1l3	0.05	
Srrm3	0.05	
Gtf2h1	0.05	
Pwp2	0.05	
Magel2	0.05	
Ndufv1	0.05	
Myd88	0.05	
Usp16	0.05	
AC132020.1	0.05	
Cog7	0.05	
Taf1a	0.05	
Nup205	0.05	
Efna2	0.05	
Tpgs2	0.05	
Eepd1	0.05	
Ubxn11	0.05	
Specc1	0.05	
Ggct	0.05	
Gpat4	0.05	
Ccdc50	0.05	
Dennd4a	0.05	
Zfp394	0.05	
Arrb1	0.05	
Bahcc1	0.05	
Pgghg	0.05	
Neurl4	0.05	
Tbk1	0.05	
Adora1	0.05	
Tgs1	0.05	
Pik3r4	0.05	
Snrpg	0.05	
Trpm7	0.05	
Arv1	0.05	
Gin1	0.05	
RGD1561149	0.05	
Tatdn1	0.05	
Zfp449	0.05	
Cmip	0.05	
Fam135a	0.05	
Cpsf4	0.05	
Mtmr4	0.05	
Lmbr1	0.05	
Prickle2	0.05	
LOC680875	0.05	
Gnb5	0.05	
Iqcb1	0.05	
Abcd4	0.05	
Zswim2	0.05	
Vasp	0.05	
AABR07001233.1	0.05	
Pcyox1	0.05	
Smim3	0.05	
Nol4	0.05	
Bptf	0.05	
Rgs14	0.05	
Ltn1	0.05	
Mef2c	0.05	
Pip5k1c	0.05	
Itga3	0.05	
LOC100911685	0.05	
Uaca	0.05	
Chst7	0.05	
Fam124a	0.05	
Cdk5rap3	0.05	
Wdr91	0.05	
Kdm4c	0.05	
AABR07055288.1	0.05	
Fam217b	0.05	
Hid1	0.05	
Lins1	0.05	
Cenpk	0.05	
Ptprn	0.05	
Dctn1	0.05	
Baiap2	0.05	
Alkbh3	0.05	
Arpc4	0.05	
Meaf6	0.05	
Mrpl37	0.05	
Tial1	0.05	
Rab6a	0.05	
Bmi1	0.05	
AC098064.1	0.05	
Krit1	0.05	
Aldoa	0.05	
Ubqln1	0.05	
RGD1305455	0.05	
Cspp1	0.05	
Heatr3	0.05	
Rab18	0.05	
Pard6a	0.05	
Vamp8	0.05	
Tnip1	0.05	
Cnot3	0.05	
Adam9	0.05	
Zfp189	0.05	
Mta1	0.05	
Polr3gl	0.05	
AC128207.1	0.05	
Tubb4b	0.05	
Rit1	0.05	
Dctn6	0.05	
Scn1a	0.05	
Aste1	0.05	
Tmem250	0.05	
Bloc1s6	0.05	
LOC100910979	0.05	
Bmt2	0.05	
Nomo1	0.05	
Slc25a17	0.05	
Paxbp1	0.05	
LOC681367	0.05	
Zpr1	0.05	
Tmed9	0.05	
Dnajc25	0.05	
Mrpl38	0.05	
Prodh2	0.05	
Pomt2	0.05	
Cckbr	0.05	
Arf6	0.05	
Arel1	0.05	
Anks4b	0.05	
Supt20h	0.05	
Tmem62	0.05	
Pfdn6	0.05	
Tarbp1	0.05	
Rbfox3	0.05	
Mllt10	0.05	
Elk1	0.05	
Vom2r44	0.05	
Creb3l2	0.05	
Noa1	0.05	
Fam171a2	0.05	
Ndor1	0.05	
RF00425	0.05	
Ankrd27	0.05	
Psmd13	0.05	
G3bp2	0.05	
Arid3b	0.05	
Kcnk12	0.05	
Tfpi	0.05	
Efhd2	0.05	
Itfg1	0.05	
Jkamp	0.05	
Atp5f1c	0.05	
AABR07001432.1	0.05	
Pkn1	0.05	
Grem1	0.05	
AABR07043098.1	0.05	
Fastkd1	0.05	
Armc8	0.05	
AABR07072449.1	0.05	
Ube2f	0.05	
Slc4a11	0.05	
Pdk3	0.05	
Dnajc24	0.05	
Zfp263	0.05	
Ythdf1	0.05	
Zfp804a	0.05	
Vasn	0.05	
Immt	0.05	
Lrrc71	0.05	
Npm1	0.05	
Zer1	0.05	
Naif1	0.05	
Odf2	0.05	
Mzt2b	0.05	
Ccnh	0.05	
Nup107	0.05	
Diaph1	0.05	
Zcchc18	0.05	
Ncbp1	0.05	
Cacnb3	0.05	
Zfp36	0.05	
Cops8	0.05	
Nudt14	0.05	
Rab3gap2	0.05	
Trappc4	0.05	
Ilf2	0.05	
Smpd4	0.05	
Mex3c	0.05	
Akt1s1	0.05	
Orc1	0.05	
Pogz	0.05	
Sugt1	0.05	
Cep70	0.05	
Ddx52	0.05	
Etfrf1	0.05	
Hspbap1	0.05	
Adrb1	0.05	
S100pbp	0.05	
Lonrf2	0.05	
Fam234b	0.05	
Med12	0.05	
Dsel	0.05	
Wdr26	0.05	
RGD1302996	0.05	
Dclre1a	0.05	
Usp48	0.05	
Adprh	0.05	
Rfx4	0.05	
Abce1	0.05	
Brd9	0.05	
Srrm2	0.05	
Cd200r1	0.05	
Sap130	0.05	
Rad52	0.05	
Eif4e3	0.05	
Zbtb17	0.05	
Nrde2	0.05	
Dhx8	0.05	
Rgl2	0.05	
Cadm1	0.05	
Zbtb38	0.05	
Samd13	0.05	
Slc30a9	0.05	
Atp9b	0.05	
Fam160b1	0.05	
Rasgef1b	0.05	
Mtmr7	0.05	
Prdx4	0.05	
Hmbs	0.05	
Lyrm7	0.05	
Slbp	0.05	
Clcn6	0.05	
Cacybp	0.05	
Adar	0.05	
Got1	0.05	
AABR07067267.1	0.05	
Tmem179	0.05	
Bnip3	0.05	
Tmem17	0.05	
Ilvbl	0.05	
Dhx36	0.05	
Mib1	0.05	
Coq10b	0.05	
Sp8	0.05	
_	0.05	
Lmf2	0.05	
Dgki	0.05	
AABR07001382.1	0.05	
Ptprr	0.05	
Lrrn3	0.05	
Golph3l	0.05	
Pck2	0.05	
Thra	0.05	
Vrk1	0.05	
Snrk	0.05	
Ncf4	0.05	
Atp5mc3	0.05	
Slc16a13	0.05	
AABR07068351.1	0.05	
Foxj3	0.05	
Rab1a	0.05	
Dlat	0.05	
Oaz1	0.05	
Ppig	0.05	
Scamp5	0.05	
Tmem178a	0.05	
Fbxo21	0.05	
Sp9	0.05	
Ube2e3	0.05	
Ppfia1	0.05	
Paqr3	0.05	
Morn1	0.05	
Psmb7	0.05	
AABR07039336.2	0.05	
Azin1	0.05	
Tpst2	0.05	
Tbc1d23	0.05	
Plekha6	0.05	
Tmem223	0.05	
AABR07061902.1	0.05	
P3h1	0.05	
Wwp1	0.05	
Etv3	0.05	
Mrtfa	0.05	
Mettl6	0.05	
Wdr3	0.05	
Fam69a	0.05	
Tollip	0.05	
Ogt	0.05	
Sh3gl1	0.05	
Srgap2	0.05	
Ggnbp2	0.05	
Cd226	0.05	
Brd7	0.05	
Echs1	0.05	
Magee1	0.05	
Agpat3	0.05	
NEWGENE_2134	0.05	
Trpm4	0.05	
Acap2	0.05	
Nt5c3b	0.05	
Uckl1	0.05	
Arhgef25	0.05	
Kat8	0.05	
Rb1cc1	0.05	
Bccip	0.05	
Tubb5	0.05	
Prrc2a	0.05	
Ndufb2	0.05	
Fstl5	0.05	
Golgb1	0.05	
Snhg11	0.05	
Polr2g	0.05	
Cep250	0.05	
Kntc1	0.05	
Zfp1	0.05	
Robo2	0.05	
Gorasp1	0.05	
Dctn4	0.05	
Tbce	0.05	
Mt-atp8	0.05	
Tspyl2	0.05	
Rhov	0.05	
Lrrc73	0.05	
AC141377.3	0.05	
Map7d1	0.05	
AABR07039336.3	0.05	
Wdr25	0.05	
Lman1	0.05	
Cul9	0.05	
AABR07070518.1	0.05	
AC095947.3	0.05	
Pibf1	0.05	
Tmem25	0.05	
Mrps2	0.05	
0	0.05	
Adrm1	0.05	
Rnf170	0.05	
Gper1	0.05	
Rock1	0.05	
Drp2	0.05	
Cops7a	0.05	
Btbd9	0.05	
Eif4a2	0.05	
Pigl	0.05	
Exoc6b	0.05	
AABR07017145.1	0.05	
RF00574	0.05	
Pgrmc2	0.05	
Nln	0.05	
Arid2	0.05	
Ddx47	0.05	
Xylb	0.05	
Cop1	0.05	
Slc25a39	0.05	
Haghl	0.05	
Mdm1	0.05	
Phox2a	0.05	
Kcna2	0.05	
Dnah5	0.05	
Dapk3	0.05	
Eif4g1	0.05	
Tsku	0.05	
Cmtm8	0.05	
Atg3	0.04	
LOC688932	0.04	
Spsb3	0.04	
Tmem63c	0.04	
Aarsd1	0.04	
LOC360479	0.04	
Gabrg3	0.04	
Gfra4	0.04	
AC126482.2	0.04	
Wfdc6a	0.04	
Ppil1	0.04	
Shprh	0.04	
Msrb3	0.04	
Flnb	0.04	
Ppargc1a	0.04	
LOC103689931	0.04	
Impa2	0.04	
Mras	0.04	
Prdm2	0.04	
Caskin1	0.04	
Zfp212	0.04	
Mfsd14a	0.04	
Rad23b	0.04	
Sh3bgrl3	0.04	
Pcbd1	0.04	
RGD1311946	0.04	
Bcap31	0.04	
Psmd5	0.04	
Hsd17b3	0.04	
Sumo1	0.04	
Sufu	0.04	
Hprt1	0.04	
Fam89b	0.04	
Trpt1	0.04	
Large1	0.04	
Tm6sf1	0.04	
Lancl3	0.04	
Creb3l4	0.04	
Ndfip1	0.04	
Syt2	0.04	
Dtna	0.04	
Tmem63b	0.04	
Cyth3	0.04	
Cep44	0.04	
Dnajc10	0.04	
Ccne2	0.04	
Mtf2	0.04	
Mboat4	0.04	
Poc5	0.04	
Cnnm3	0.04	
Hnrnpa3	0.04	
Pdcd11	0.04	
Bahd1	0.04	
Arhgap35	0.04	
AABR07044959.1	0.04	
Myh15	0.04	
Tnnt1	0.04	
Syt7	0.04	
Tubgcp5	0.04	
Epor	0.04	
Nup188	0.04	
Pitpnb	0.04	
Apba3	0.04	
Mllt11	0.04	
Gjc1	0.04	
Map1lc3b	0.04	
Zfp131	0.04	
0	0.04	
Ppp1r37	0.04	
Cr1l	0.04	
Commd1	0.04	
Washc5	0.04	
Grik2	0.04	
Apc2	0.04	
Pcdha12	0.04	
Kcnn1	0.04	
Ap3d1	0.04	
Gal3st3	0.04	
AABR07003933.1	0.04	
AABR07073181.1	0.04	
Gpatch11	0.04	
Psmc6	0.04	
Nol6	0.04	
Polr2a	0.04	
Zfp513	0.04	
AABR07021840.1	0.04	
Tex2	0.04	
Entpd4	0.04	
AC099294.1	0.04	
Msrb1	0.04	
Thumpd2	0.04	
Pdcd6	0.04	
Nme4	0.04	
AABR07031491.2	0.04	
Fhl1	0.04	
Vim	0.04	
Mfn2	0.04	
Ift88	0.04	
Fgf2	0.04	
Spata33	0.04	
Fra10ac1	0.04	
Ddx3	0.04	
Snrpf	0.04	
Btg1	0.04	
Usp33	0.04	
Fbxo42	0.04	
Smarca2	0.04	
Sike1	0.04	
Ccdc150	0.04	
Klf16	0.04	
Me2	0.04	
Sec14l1	0.04	
Hspa9	0.04	
Map3k9	0.04	
Ppp4r2	0.04	
AC139445.1	0.04	
Cep57	0.04	
Plekha7	0.04	
Ap1s1	0.04	
Polrmt	0.04	
Lmna	0.04	
AABR07043421.1	0.04	
Fscn1	0.04	
AABR07006866.1	0.04	
Cyb5r3	0.04	
Arhgef33	0.04	
LOC102551095	0.04	
Ctnnb1	0.04	
Lmnb2	0.04	
Pex16	0.04	
Cadm3	0.04	
Ykt6	0.04	
LOC103694910	0.04	
Actr1b	0.04	
Esd	0.04	
Ormdl3	0.04	
AC125384.1	0.04	
Hps5	0.04	
Slc35b4	0.04	
Pcgf2	0.04	
NEWGENE_1586233	0.04	
Fbxw11	0.04	
Ppp5c	0.04	
AABR07008439.1	0.04	
Gabpb1l	0.04	
Acot13	0.04	
Tprg1l	0.04	
Gdap2	0.04	
Nop10	0.04	
Zmiz1	0.04	
Fam163a	0.04	
0	0.04	
Psmc4	0.04	
Ppp6r1	0.04	
Apmap	0.04	
Pus3	0.04	
Rangap1	0.04	
Zfyve27	0.04	
Arf2	0.04	
Usp45	0.04	
Tbc1d10a	0.04	
Sec23a	0.04	
Prpf40a	0.04	
Cyb5b	0.04	
Stat2	0.04	
Dhodh	0.04	
Mitf	0.04	
Ebag9	0.04	
Slfnl1	0.04	
Napa	0.04	
Eif3el1	0.04	
Rwdd1	0.04	
LOC680491	0.04	
RGD1562987	0.04	
AABR07008420.1	0.04	
Zfp300	0.04	
Dnaaf4	0.04	
Aurkc	0.04	
Vti1a	0.04	
LOC103691005	0.04	
Tvp23a	0.04	
Sstr1	0.04	
Prpf19	0.04	
Atp5md	0.04	
Tspyl4	0.04	
Ccdc93	0.04	
Il1rapl1	0.04	
Bet1l	0.04	
Nrn1	0.04	
Nmt1	0.04	
Rnf139	0.04	
Chmp3	0.04	
Atp6v0a2	0.04	
Chd3	0.04	
Them6	0.04	
Selenos	0.04	
Ubr4	0.04	
Fbrsl1	0.04	
Trmt112	0.04	
Clic3	0.04	
Mtch2	0.04	
Nkain3	0.04	
Mrpl34	0.04	
Ahctf1	0.04	
Isca2	0.04	
Ficd	0.04	
Hnrnpdl	0.04	
Ubl7	0.04	
Tbck	0.04	
Ppp2r5e	0.04	
Ift22	0.04	
Pgk1	0.04	
Psmd9	0.04	
Chd6	0.04	
Mast3	0.04	
Gapvd1	0.04	
Mprip	0.04	
Lancl1	0.04	
Dld	0.04	
Slc25a44	0.04	
Ptdss2	0.04	
Trappc1	0.04	
Ube2d1	0.04	
Ciz1	0.04	
Fbxl17	0.04	
Mast2	0.04	
Naa20	0.04	
Polr2k	0.04	
Nedd4	0.04	
AABR07006089.1	0.04	
Clasrp	0.04	
Cir1	0.04	
Polr1c	0.04	
Slc23a2	0.04	
Tmem18	0.04	
Cdr2l	0.04	
Cpsf6	0.04	
Psma5	0.04	
Fkbp4	0.04	
Tfap4	0.04	
Zfhx2	0.04	
Bace1	0.04	
Miga2	0.04	
Cand1	0.04	
Rab26	0.04	
Nipa2	0.04	
Col25a1	0.04	
B3galnt1	0.04	
Tle2	0.04	
Bmp6	0.04	
Zc3h4	0.04	
Gas2	0.04	
Bcor	0.04	
Sdha	0.04	
Kat6a	0.04	
Ppp1r36	0.04	
Tceal5	0.04	
Sppl3	0.04	
Wdr82	0.04	
Kifc2	0.04	
Xpo5	0.04	
Slc38a7	0.04	
Inha	0.04	
Fbxo10	0.04	
Slc35c2	0.04	
Senp7	0.04	
AABR07068341.1	0.04	
Fam20b	0.04	
Rps6kb2	0.04	
Crip2	0.04	
Slc25a25	0.04	
Map3k3	0.04	
Tm2d3	0.04	
Usp39	0.04	
Rnf39	0.04	
Dhps	0.04	
Parp14	0.04	
LOC108348062	0.04	
Dcaf12	0.04	
LOC500956	0.04	
Lsm14a	0.04	
Epha4	0.04	
Mat2b	0.04	
Ncaph2	0.04	
Plekho1	0.04	
Vps4a	0.04	
Ocrl	0.04	
Immp1l	0.04	
Pcsk6	0.04	
Pdcd7	0.04	
Fntb	0.04	
Ift74	0.04	
Pisd	0.04	
Nbn	0.04	
Cdv3	0.04	
Mmp19	0.04	
mrpl24	0.04	
Fbxl19	0.04	
Sugp1	0.04	
Mrpl51	0.04	
AC123346.1	0.04	
Map10	0.04	
Ndufab1	0.04	
Lman2l	0.04	
Pard6b	0.04	
Dyrk1a	0.04	
Stk39	0.04	
Zfr	0.04	
LOC100125362	0.04	
Fkbp3	0.04	
Rbm22	0.04	
Rxrb	0.04	
AABR07018226.2	0.04	
Capn5	0.04	
Csnk1a1	0.04	
Mtif3	0.04	
Nbr1	0.04	
Rpgr	0.04	
Uqcrc2	0.04	
Tmem186	0.04	
Micu3	0.04	
Usp20	0.04	
Psmd14	0.04	
Pygo2	0.04	
Lrrfip1	0.04	
AABR07030911.1	0.04	
Slc35a2	0.04	
Dclk2	0.04	
Arrdc3	0.04	
Setd5	0.04	
Rab12	0.04	
Srd5a3	0.04	
Plppr2	0.04	
Klc2	0.04	
Hspa2	0.04	
Cd151	0.04	
LOC100911730	0.04	
Nova2	0.04	
Smg9	0.04	
Josd1	0.04	
Abhd2	0.04	
Acyp2	0.04	
Rnf126	0.04	
Ppp2r3b	0.04	
Brpf1	0.04	
Tmem42	0.04	
Luzp2	0.04	
Nck1	0.04	
LOC100910875	0.04	
Nsrp1	0.04	
Kdm2a	0.04	
Grb2	0.04	
RGD1304624	0.04	
Trappc6b	0.04	
AABR07037307.1	0.04	
Gramd1a	0.04	
Plpp7	0.04	
Tnpo3	0.04	
Ccdc106	0.04	
Tstd1	0.04	
Proca1	0.04	
Upf1	0.04	
Mindy4	0.04	
Vps45	0.04	
Avil	0.04	
Tmem251	0.04	
Zc3h14	0.04	
Cnot2	0.04	
Rbms3	0.04	
Tmco6	0.04	
Lipt1	0.04	
Ankrd11	0.04	
Phc3	0.04	
Fam83h	0.04	
Znrf2	0.04	
Lpar5	0.04	
Kyat3	0.04	
Tent4b	0.04	
Mrpl40	0.04	
Smc1a	0.04	
LOC100909657	0.04	
Srpk2	0.04	
Cmtr1	0.04	
Atrn	0.04	
Ccdc9	0.04	
Cpne2	0.04	
Nup88	0.04	
Chchd3	0.04	
Hacd3	0.04	
Cacng8	0.04	
Chsy3	0.04	
Plekhh2	0.04	
Lrp1	0.04	
0	0.04	
Cfl1	0.04	
Tcf25	0.04	
Prpf31	0.04	
Klhl20	0.04	
Nt5c1a	0.04	
Phc2	0.04	
Atp6v1c1	0.04	
RGD1304567	0.04	
Atg10	0.04	
AABR07063281.1	0.04	
Vapb	0.04	
Zfand6	0.04	
Apbb1ip	0.04	
Fkbp8	0.04	
Rbm45	0.04	
Jph3	0.04	
Ppme1	0.04	
Ppa2	0.04	
Elof1	0.04	
Riok2	0.04	
Hira	0.04	
Nucks1	0.04	
Hhipl1	0.04	
Dgkq	0.04	
Slc25a36	0.04	
Far1	0.04	
Rpp30	0.04	
AABR07011697.1	0.04	
Zfp84	0.04	
Tigd5	0.04	
Misp3	0.04	
Zfp764	0.04	
Arhgap23	0.04	
Ppil4	0.04	
Chst1	0.04	
Lin52	0.04	
Rbms2	0.04	
Tomm5	0.04	
Prkaca	0.04	
Synpo2l	0.04	
Dnaja3	0.04	
Mau2	0.04	
Tmem175	0.04	
Rnf215	0.04	
Wdr37	0.04	
Slc7a1	0.04	
Cdc73	0.04	
Gpr107	0.04	
Trim8	0.04	
Ank1	0.04	
Emd	0.04	
Bcr	0.04	
RGD1308601	0.04	
Pold3	0.04	
Tcaf1	0.04	
Ppp2r5d	0.04	
Ttll1	0.04	
Ciapin1	0.04	
Gemin4	0.04	
Thrb	0.04	
Ube2q2	0.04	
Ninj1	0.04	
Vps54	0.04	
Kifap3	0.04	
Mrs2	0.04	
Trappc10	0.04	
RGD1561277	0.04	
Vps9d1	0.04	
Fundc2	0.04	
RGD1308430	0.04	
Pcdhga10	0.04	
Maea	0.04	
Gpi	0.04	
Pip5k1a	0.04	
Hnrnpu	0.04	
Lypla2	0.04	
Lpin1	0.04	
Gzf1	0.04	
Dnajc14	0.04	
Khnyn	0.04	
Cog4	0.04	
AABR07054189.1	0.04	
Ngb	0.04	
Fam169a	0.04	
Arih2	0.04	
AC128212.1	0.04	
Dnajc28	0.04	
Appl1	0.04	
Pum1	0.04	
Pex3	0.04	
Plscr4	0.03	
Arl1	0.03	
Asap1	0.03	
Nectin3	0.03	
Pafah1b2	0.03	
Gfm2	0.03	
Znhit2	0.03	
Sox8	0.03	
Trappc12	0.03	
Vstm5	0.03	
Nudcd1	0.03	
Akr1e2	0.03	
LOC688754	0.03	
Dcaf4	0.03	
Mpi	0.03	
Tmem9	0.03	
Galnt1	0.03	
Ppm1a	0.03	
Narf	0.03	
Lama4	0.03	
Dbn1	0.03	
Fn1	0.03	
Phf12	0.03	
Rp9	0.03	
Cops5	0.03	
Taf1b	0.03	
LOC361985	0.03	
Sp140	0.03	
Bcl2l2	0.03	
Scn3a	0.03	
Wdr18	0.03	
Card19	0.03	
Ift43	0.03	
Xxylt1	0.03	
Atp6v1h	0.03	
Tmx2	0.03	
Ddx17	0.03	
Pop4	0.03	
Strip1	0.03	
Nf2	0.03	
Ankrd10	0.03	
AC125757.2	0.03	
Uck2	0.03	
Crlf1	0.03	
Cmas	0.03	
Taok3	0.03	
Grm7	0.03	
Jarid2	0.03	
Nelfa	0.03	
Gle1	0.03	
Scrn1	0.03	
Zfp326	0.03	
Pomgnt1	0.03	
Rnf157	0.03	
Ccnd3	0.03	
Zmym6	0.03	
Lyrm4	0.03	
Acly	0.03	
Vamp4	0.03	
LOC103694491	0.03	
RGD1306746	0.03	
Trim33	0.03	
Rpl7l1	0.03	
Ssr1	0.03	
Naa15	0.03	
Dkk4	0.03	
Fam13a	0.03	
Scrn3	0.03	
Ube4a	0.03	
Fosl1	0.03	
Lpin2	0.03	
AC120237.2	0.03	
